COMBO_COMPANY_ID_18,COMBO_COMPANY_NAME,ACCT_ID_18,ACCT_NM,TEAM_TERRITORY_NAME,ACCT_OWN_FULL_NM,COMBO_LOCKED_CITY,COMBO_LOCKED_STATE,COMBO_LOCKED_INDUSTRY,ACCT_OWN_LVL_4_USR_NM,ACCT_OWN_LVL_5_USR_NM,FY27_C360_AOV,COMBO_EMPLOYEE_COUNT,ACCT_TIER,ATR,FY27 Q1 ACV,FY27 Q2 ACV,H1_FY27_ACV,AVP_REGION,news_has_coverage,news_article_count,news_headlines,news_latest_date,mismatch_category,confidence,key_signals,reasoning,action_recommended,ai_scored
aBR300000004DCUGA2,PERNOD RICARD,0013000000ZlqeWAAR,Tequila Avion (Pernod Ricard),AMER_PACE_RCG_CMRCL_GB_CG_HMDU_E_04,Luke Olsen,New York,NY,Retail & CG,Marshall Hall,Rebecca Daharsh,0,1985,Tier 4,0,0,0,0,RCG,True,38,Brown-Forman Family Members Rebuked Company’s Management | FSSAI suspends license of Marche Retail; restrains SDP Industries from selling ghee | FSSAI issued 150 notices to food companies in recent months over misleading advertisements,2026-08-23,Undertiered Opportunity,High,"Tier Tier 4 | 38 articles (high visibility) | 1,985 employees | Strong signals","**UNDERTIERING ALERT: Low Tier Despite Strong Market Signals**

Current Classification: Tier 4
What This Means: Lowest priority, minimal focus


**EXTERNAL MARKET SIGNALS: HIGH ACTIVITY DETECTED**

📰 News Coverage Summary:
• Total articles: 38 (past 12 months)
• Most recent: 2026-08-23
• Frequency: ~3.2 articles per month

**BUSINESS EVENTS IDENTIFIED (3 specific events):**
• Brown-Forman Family Members Rebuked Company’s Management
⚖️ REGULATORY: FSSAI suspends license of Marche Retail; restrains SDP Industries from selling ghee
⚖️ REGULATORY: FSSAI issued 150 notices to food companies in recent months over misleading advertisements [Numbers: 150]

**COMPANY PROFILE:**
• Size: 1,985 employees
• Industry: Retail & CG
• Location: New York, NY

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement level: None

**ANALYSIS:**
This account shows a significant mismatch between tier classification and external market signals. With 38 news articles in the past year, this company is demonstrating substantial market visibility and activity. High news volume typically correlates with:
• Business expansion or growth initiatives
• Strategic importance within their industry
• Active M&A or investment activity
• Product innovation or market positioning

Combined with 1,985 employees, this suggests enterprise-scale operations that may align with Salesforce's strategic focus areas. Low tier likely reflects historical sizing rather than current market reality. This could represent a significant untapped opportunity if strategic fit exists.","PRIORITY REVIEW: Deep-dive into recent news coverage to identify specific growth triggers (funding rounds, acquisitions, expansion plans, leadership changes). Cross-reference with PACE CMRCL ICP criteria for Retail & CG vertical. If strategic fit exists, recommend upgrade to Tier 2 for dedicated account coverage. Assign AE/BDR to research and develop initial POV within 2 weeks.",True
aBR3y0000004r4DGAQ,"Azenta, Inc.",0010M00001Qm7pYQAR,"RURO, Inc.",AMER_PACE_MAE_CMRCL_MFG_E_NNE_GB_02,Stephanie Henrich,South Plainfield,MA,Healthcare & Life Sciences,Stephen Keller,Sam Telfer,0,3500,Tier 3,0,0,0,0,MFG E,True,4,"Life Science Funding Weakness Hit Azenta’s (AZTA) Outlook | Life Science Funding Weakness Hit Azenta’s (AZTA) Outlook | Azenta Reports Third Quarter Results for Fiscal 2026, Ended June 30, 2026.",2026-08-06,Undertiered Opportunity,Medium,"Tier Tier 3 | 3,500 employees (enterprise) | Healthcare & Life Sciences | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 3,500 (ENTERPRISE SEGMENT)
• Industry: Healthcare & Life Sciences
• Location: South Plainfield, MA
• Scale places company in top tier of market by size


**RECENT NEWS (4 articles):**
💰 FUNDING: Investment/funding activity
💰 FUNDING: Investment/funding activity
📊 FINANCIAL: Azenta Reports Third Quarter Results for Fiscal 2026, Ended June 30, 2026.

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 3,500 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Healthcare & Life Sciences vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Healthcare & Life Sciences vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
001ed00000JhOIoAAN,Tak Sang,001ed00000JhOIoAAN,Tak Sang,AMER_PACE_RCG_CMRCL_MM_NL_CG_04,Gabriel Flores,San Francisco,CA,Retail & CG,Adam Kassam,Kyle Warren,0,849,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 849 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 849 employees
• Industry: Retail & CG
• Location: San Francisco, CA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBRed000002Ibb7GAC,Rockfish,00130000002xd0xAAA,Rockfish Seafood Grill,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,Richardson,TX,Retail & CG,Adam Kassam,Tanner DeVries,0,550,Tier 3,0,0,0,0,RCG,True,32,"Coimbatore corporation launches textile waste collection pilot campaign | Meet Luca McGill, the Arizona eighth-grader who flew a drone 120 metres into the sky expecting cities to have the most ground-level CO2; rural areas did instead | Divisional commissioner hears 31 grievance cases, orders inquiries",2026-08-22,Undertiered Opportunity,High,Tier Tier 3 | 32 articles (high visibility) | 550 employees | Strong signals,"**UNDERTIERING ALERT: Low Tier Despite Strong Market Signals**

Current Classification: Tier 3
What This Means: Limited priority, opportunistic coverage


**EXTERNAL MARKET SIGNALS: HIGH ACTIVITY DETECTED**

📰 News Coverage Summary:
• Total articles: 32 (past 12 months)
• Most recent: 2026-08-22
• Frequency: ~2.7 articles per month

**BUSINESS EVENTS IDENTIFIED (2 specific events):**
🚀 PRODUCT: Coimbatore corporation launches textile waste collection pilot campaig...
• Divisional commissioner hears 31 grievance cases, orders inquiries

**COMPANY PROFILE:**
• Size: 550 employees
• Industry: Retail & CG
• Location: Richardson, TX

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement level: None

**ANALYSIS:**
This account shows a significant mismatch between tier classification and external market signals. With 32 news articles in the past year, this company is demonstrating substantial market visibility and activity. High news volume typically correlates with:
• Business expansion or growth initiatives
• Strategic importance within their industry
• Active M&A or investment activity
• Product innovation or market positioning

Combined with 550 employees, this suggests enterprise-scale operations that may align with Salesforce's strategic focus areas. Low tier likely reflects historical sizing rather than current market reality. This could represent a significant untapped opportunity if strategic fit exists.","PRIORITY REVIEW: Deep-dive into recent news coverage to identify specific growth triggers (funding rounds, acquisitions, expansion plans, leadership changes). Cross-reference with PACE CMRCL ICP criteria for Retail & CG vertical. If strategic fit exists, recommend upgrade to Tier 2 for dedicated account coverage. Assign AE/BDR to research and develop initial POV within 2 weeks.",True
aBRed0000004viyGAA,Trend Technologies LLC,0013y00001hNocRAAS,Trend Technologies - DUPE,AMER_PACE_MAE_CMRCL_MFG_W_PSW_GB_03,Mary Leonard,Chino,CA,"Manufacturing, Automotive & Energy",John Tragas,Eric Pilon-Bignell,0,1001,Tier 4,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,"Limited signals available | 1,001 employees","**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 1,001 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Chino, CA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y0000000DSIGA2,"Fleetpride, Inc.",0013000001NXca8AAD,Triple K Fleet Service (FleetPride Sub),AMER_PACE_MAE_CMRCL_MFG_W_TXL_GB_03,Galit Rikovitch,Irving,TX,"Manufacturing, Automotive & Energy",John Tragas,John Berg,0,2387,Tier 4,0,0,0,0,MFG W,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 4 | 2,387 employees (enterprise) | Manufacturing, Automotive & Energy | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 4

**COMPANY SCALE ANALYSIS:**
• Employee count: 2,387 (ENTERPRISE SEGMENT)
• Industry: Manufacturing, Automotive & Energy
• Location: Irving, TX
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 2,387 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Manufacturing, Automotive & Energy vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Manufacturing, Automotive & Energy vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
0013000001FizjzAAB,Contra Costa Country Club,0013000001FizjzAAB,Contra Costa Country Club,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_LOA_TempCoverage_01A,Colin O'Brien,Pleasant Hill,CA,Retail & CG,Adam Kassam,Tanner DeVries,0,501,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 501 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 501 employees
• Industry: Retail & CG
• Location: Pleasant Hill, CA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0010M00001SJ2rLQAT,Melt Bar & Grilled,0010M00001SJ2rLQAT,Melt Bar & Grilled,AMER_PACE_RCG_CMRCL_MM_NL_CG_03,Dakota Burk,Independence,OH,Retail & CG,Adam Kassam,Kyle Warren,0,732,Tier 4,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 732 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 732 employees
• Industry: Retail & CG
• Location: Independence, OH

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR300000004EBoGAM,"Monogram Food Solutions, LLC",0013000000rpkeFAAQ,"Trail's Best Snacks, LLC",AMER_PACE_RCG_CMRCL_GB_CG_HMDU_E_04,Luke Olsen,Memphis,TN,Retail & CG,Marshall Hall,Rebecca Daharsh,0,3000,Tier 3,0,0,0,0,RCG,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 3 | 3,000 employees (enterprise) | Retail & CG | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 3,000 (ENTERPRISE SEGMENT)
• Industry: Retail & CG
• Location: Memphis, TN
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 3,000 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Retail & CG vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Retail & CG vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
aBR3y0000000GU5GAM,Electric Power Board Of Chattanooga,0013y00001cTO94AAG,Epb,AMER_PACE_MAE_CMRCL_AUE_SE_MM_01,Conor O'Malley,Chattanooga,TN,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Jason Fajardo,0,764,Tier 4,0,0,0,0,AUE,False,0,,,Tier Confirmed,Medium,Limited signals available | 764 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 764 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Chattanooga, TN

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR300000004QTEGA2,"SEKISUI CHEMICAL CO., LTD.",0013000001CDPYxAAP,"Kydex, LLC (Sekisui SPI)",AMER_PACE_MAE_CMRCL_MFG_W_PNW_MM_02,Joseph Scheffer,Austell,WA,"Manufacturing, Automotive & Energy",John Tragas,Brent Cambra,0,999,Tier 3,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,Limited signals available | 999 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 999 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Austell, WA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013y00001cVemnAAC,Lorann LLC,0013y00001cVemnAAC,Lorann LLC,AMER_PACE_MAE_CMRCL_MFG_E_NJC_GB_TempCoverage_03,Andrew Peck,Auburn Hills,New York,"Manufacturing, Automotive & Energy",Stephen Keller,Lucas Crowley,0,1792,Tier 3,0,0,0,0,MFG E,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 3 | 1,792 employees (enterprise) | Manufacturing, Automotive & Energy | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 1,792 (ENTERPRISE SEGMENT)
• Industry: Manufacturing, Automotive & Energy
• Location: Auburn Hills, New York
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 1,792 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Manufacturing, Automotive & Energy vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Manufacturing, Automotive & Energy vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
aBRed000000B5ijGAC,Berkshire Ice Cmrcl,0013y00001eeK7EAAU,NFM,AMER_PACE_RCG_CMRCL_MM_RETAIL_E_01,Carly Aronin,Kansas City,MO,Retail & CG,Adam Kassam,David Freifeld,0,2500,Tier 4,0,0,0,0,RCG,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 4 | 2,500 employees (enterprise) | Retail & CG | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 4

**COMPANY SCALE ANALYSIS:**
• Employee count: 2,500 (ENTERPRISE SEGMENT)
• Industry: Retail & CG
• Location: Kansas City, MO
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 2,500 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Retail & CG vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Retail & CG vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
00130000002xbYPAAY,"Labinal, Inc.",00130000002xbYPAAY,"Labinal, Inc.",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_04,Ruben Munoz,Pryor,OK,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,900,Tier 4,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,Limited signals available | 900 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 900 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Pryor, OK

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR300000004QTtGAM,"Mitsui Chemicals, Inc.",0013000000hJZ2mAAG,Coburn Technologies,AMER_PACE_MAE_CMRCL_MFG_E_NJC_MM_TempCoverage_04B,Sydney Keaton,White Plains,NY,"Manufacturing, Automotive & Energy",Stephen Keller,Lucas Crowley,0,830,Tier 3,0,0,0,0,MFG E,True,2,Unidirectional (UD) Tapes Market worth $0.53 billion by 2031 - Exclusive Report by MarketsandMarkets™ | The New Material Age? How Technical Textiles Are Engineering Tomorrow,2026-08-06,Tier Confirmed,Medium,2 news articles | 830 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 830 employees
• Industry: Manufacturing, Automotive & Energy
• Location: White Plains, NY

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement


**Recent Activity (2 articles):**
• Unidirectional (UD) Tapes Market worth $0.53 billion by 2031 - Exclusive Report by MarketsandMarkets™
• The New Material Age? How Technical Textiles Are Engineering Tomorrow

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y0000004tFtGAI,"Galls, Inc.",0013000001CCw8MAAT,"Best Uniforms, Inc",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_06,Nolan Barrett,Lexington,KY,Retail & CG,Adam Kassam,Tanner DeVries,0,600,Tier 4,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 600 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 600 employees
• Industry: Retail & CG
• Location: Lexington, KY

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR300000004Di6GAE,"KAWASAKI HEAVY INDUSTRIES, LTD.",0010M00001W7lHNQAZ,"Kawasaki Motors Manufacturing Corp., U.S.A.",AMER_PACE_MAE_CMRCL_MFG_C_MII_GB_01,Leslie Brandtjen,GRAND RAPIDS,MI,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Bailey Kasik,0,1129,Tier 3,0,0,0,0,MFG C,True,5,"Flue Gas Desulfurization System Market worth $31.70 billion by 2031 - Exclusive Report by MarketsandMarkets™ | Flue Gas Desulfurization System Market worth $31.70 billion by 2031 - Exclusive Report by MarketsandMarkets™ | Unmanned Underwater Vehicle (UUV) Global Market Forecast to 2031 | Expansion of Dual-Use Applications Across Defense, Commercial, and Research Sectors Present Opportunities",2026-08-21,Tier Confirmed,Medium,"5 news articles | 1,129 employees","**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 1,129 employees
• Industry: Manufacturing, Automotive & Energy
• Location: GRAND RAPIDS, MI

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement


**Recent Activity (5 articles):**
• Flue Gas Desulfurization System Market worth $31.70 billion by 2031 - Exclusive Report by MarketsandMarkets™
• Flue Gas Desulfurization System Market worth $31.70 billion by 2031 - Exclusive Report by MarketsandMarkets™
• Unmanned Underwater Vehicle (UUV) Global Market Forecast to 2031

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013000001JdCA4AAN,BeLeaf Medical,0013000001JdCA4AAN,BeLeaf Medical,AMER_PACE_RCG_CMRCL_GB_RETAIL_E_04,Michael LoPresti,Lees Summit,MO,Retail & CG,Marshall Hall,Glenn Harvin,0,3643,Tier 3,0,0,0,0,RCG,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 3 | 3,643 employees (enterprise) | Retail & CG | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 3,643 (ENTERPRISE SEGMENT)
• Industry: Retail & CG
• Location: Lees Summit, MO
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 3,643 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Retail & CG vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Retail & CG vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
0013000001LVsQ9AAL,Locals 8 Restaurant Group,0013000001LVsQ9AAL,Locals 8 Restaurant Group,AMER_PACE_RCG_CMRCL_GB_RETAIL_E_06,Ronica Dhaliwal,HARTFORD,CT,Retail & CG,Marshall Hall,Glenn Harvin,0,2606,Tier 3,0,0,0,0,RCG,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 3 | 2,606 employees (enterprise) | Retail & CG | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 2,606 (ENTERPRISE SEGMENT)
• Industry: Retail & CG
• Location: HARTFORD, CT
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 2,606 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Retail & CG vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Retail & CG vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
aBRed000000A64CGAS,Village Super Markets,0013y00001d78r7AAA,Village Super Markets,AMER_PACE_RCG_CMRCL_GB_RETAIL_E_05,Taylor Remsen,Springfield,NJ,Retail & CG,Marshall Hall,Glenn Harvin,0,2170,Tier 3,0,0,0,0,RCG,False,0,,,Undertiered Opportunity,Medium,"Tier Tier 3 | 2,170 employees (enterprise) | Retail & CG | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 2,170 (ENTERPRISE SEGMENT)
• Industry: Retail & CG
• Location: Springfield, NJ
• Scale places company in top tier of market by size

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 2,170 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Retail & CG vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Retail & CG vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
